Cost,Deflection,x1,x2,x3,x4,category
5.77045567433337,0.0032722549433402,0.681848466944616,1.42928334976243,9.94362877197594,0.682326525177941,1.0
3.41761763799449,0.0065057421620913,0.354629674349971,3.17371922092057,9.67768869666627,0.372273654690705,2.0
15.1393524262387,0.0011244275333376,0.834153186152896,1.16513549538373,10.0,1.95228232581967,-1.0
12.8337740629919,0.0013524041304719,0.768058842639061,1.30863983987705,9.98904762541317,1.62852846609932,1.0
18.1992091945293,0.0009501573924753,0.932193911249663,1.16753266644556,9.93552380755077,2.3556254478003,-1.0
32.1822454161963,0.0005049919265024,1.7730472265865,0.512539732537229,9.99151360530648,4.35808610747179,-1.0
9.6439882663364,0.0018373054081784,0.746332182333656,1.3231717646418,9.98764586812815,1.19923234930564,1.0
5.36209483024443,0.0036792676977815,0.576859505474254,1.99432039961843,9.95898714061483,0.60404207623837,1.0
10.5669047869366,0.0016683925170931,0.768058842639061,1.30863983987705,9.987872005366,1.3205564050983,1.0
11.3596967198381,0.001532994553475,0.729867957336969,1.33197102774426,9.9936881269869,1.43468350556317,1.0
10.2187188502786,0.0017252200606763,0.748151986700838,1.31884863976105,9.98636005728271,1.27763833234836,1.0
9.64287994028621,0.0018373054081784,0.746332182333656,1.3222416287555,9.98764586812815,1.19923234930564,1.0
4.01040481459574,0.0052286109625386,0.339142019383626,3.36214484294912,9.89298232231495,0.433616765715162,2.0
6.49287572194414,0.0028609740903759,0.681848466944616,1.42749397322693,9.94362877197594,0.78041473793713,1.0
34.0921421222,0.0004794884525137,2.32697072823704,0.387993483510555,9.98731160099284,4.59568381774647,-1.0
7.77280740423374,0.002347831730119,0.57751086756589,1.79853046427752,9.99746938087922,0.935700536026343,1.0
6.23462729899573,0.0030137566489878,0.680499821015587,1.54130949053918,10.0,0.728393249911958,1.0
30.5069072306134,0.0005306601249659,1.6681678826622,0.512539732537229,9.99158610066153,4.14719382799265,-1.0
23.341846500562,0.0007047875663124,1.22141336164683,0.750326744629098,9.99950731705572,3.11515781236181,-1.0
4.81566786972211,0.0042837528443935,0.35265102780031,3.32278155640187,9.8980471727777,0.528446627247952,-1.0
5.7739391058829,0.0032722549433402,0.681848466944616,1.43343021490261,9.94362877197594,0.682326525177941,1.0
23.287013415147,0.000712622615868,0.933624085854398,1.02807559965646,9.99431120792995,3.08571553652192,-1.0
36.4008779407967,0.0004492927464404,1.86248951754339,0.493619088908885,9.93597451630816,4.98096258983691,-1.0
17.7309110922551,0.0009559015946493,0.774555659650209,1.24348038600229,9.980669094592,2.30984020856702,-1.0
12.3244554623161,0.0014099813217705,0.75896685530906,1.30863983987705,9.98904762541317,1.56202680853832,1.0
19.1659956386087,0.0008812305118783,0.757883279234869,1.30262956187584,10.0,2.4910621799975,-1.0
4.17556541941043,0.004992466072043,0.354629674349971,3.14730495230251,9.85048386908488,0.460030132506535,-1.0
3.63836835357088,0.0059919751919994,0.340225780035579,3.73932415071798,9.94673608062954,0.372273654690705,2.0
